refresh_schedule,model,period_id,test_start,test_end,days,spy_return,our_return,our_minus_spy,spy_max_drawdown,our_max_drawdown,long_days,short_days,cash_days,turnover,transaction_cost,short_borrow_cost,winner
monthly,logistic_regression,45,2022-06-16,2022-07-15,20,0.04622905784163622,0.02514537280231144,-0.021083685039324784,-0.03289084641273787,-0.032004049602789464,3,17,0,8.0,0.0008,0.00016865079365079358,SPY
monthly,logistic_regression,46,2022-07-18,2022-08-15,21,0.125016468012356,-0.11416134239269649,-0.23917781040505248,-0.019809827784538214,-0.09237315663893064,0,21,0,0.0,0.0,0.00020833333333333327,SPY
monthly,logistic_regression,47,2022-08-16,2022-09-15,22,-0.09903714614111103,0.07688554707402773,0.17592269321513876,-0.09522582759637466,-0.03394444847125,8,14,0,14.0,0.0014000000000000002,0.00013888888888888886,our_model
monthly,logistic_regression,48,2022-09-16,2022-10-14,21,-0.04860445554702275,0.02111437434164931,0.06971882988867206,-0.08233178536832697,-0.03916161136882923,9,12,0,18.0,0.0018,0.00011904761904761905,our_model
monthly,logistic_regression,49,2022-10-17,2022-11-15,22,0.07804904484013542,-0.07887432798476912,-0.15692337282490454,-0.04629580559905677,-0.08909042447367055,0,22,0,0.0,0.0,0.00021825396825396817,SPY
monthly,logistic_regression,50,2022-11-16,2022-12-15,21,-0.026349848930105724,-0.05986042714658413,-0.033510578216478404,-0.055558351872917355,-0.06271889681602738,15,6,0,2.0,0.0002,5.9523809523809524e-05,SPY
monthly,logistic_regression,51,2022-12-16,2023-01-13,19,0.037832558784028913,0.051569298796968255,0.013736740012939341,-0.02477794392869348,-0.020286889164659372,10,9,0,10.0,0.001,8.928571428571429e-05,our_model
monthly,logistic_regression,52,2023-01-17,2023-02-15,22,0.026422158859679357,-0.05893946482089263,-0.08536162368057199,-0.023249725143849154,-0.06883800525940387,1,21,0,4.0,0.0004,0.00020833333333333327,SPY
monthly,logistic_regression,53,2023-02-16,2023-03-15,19,-0.029807875410284734,0.05919614779395577,0.0890040232042405,-0.05377385786173461,-0.03399169249128786,10,9,0,6.0,0.0006000000000000001,8.928571428571429e-05,our_model
monthly,logistic_regression,54,2023-03-16,2023-04-14,21,0.04900100007960684,0.07356530958295182,0.024564309503344983,-0.017046583079635802,-0.012338486787790481,17,4,0,10.0,0.001,3.968253968253968e-05,our_model
monthly,logistic_regression,55,2023-04-17,2023-05-15,21,-0.008914243648824538,-0.009112331578219446,-0.00019808792939490782,-0.025965938968577018,-0.02596593896857713,21,0,0,2.0,0.0002,0.0,SPY
monthly,logistic_regression,56,2023-05-16,2023-06-15,22,0.0751793288872733,-0.10483944498261066,-0.18001877386988396,-0.01941656711319595,-0.09671507906206367,3,19,0,6.0,0.0006000000000000001,0.0001884920634920634,SPY
monthly,logistic_regression,57,2023-06-16,2023-07-14,19,0.025895623598236606,-0.019112945387201097,-0.0450085689854377,-0.013129529503999038,-0.024964964382756305,8,11,0,10.0,0.001,0.00010912698412698413,SPY
monthly,logistic_regression,58,2023-07-17,2023-08-15,22,-0.02484259692087276,0.01401499023250996,0.03885758715338272,-0.03964700615355454,-0.018901579750074782,11,11,0,20.0,0.002,0.00010912698412698413,our_model
monthly,logistic_regression,59,2023-08-16,2023-09-15,22,0.012634918525965766,-0.005885271171092277,-0.018520189697058043,-0.014051784334955797,-0.03242183870705828,3,19,0,6.0,0.0006000000000000001,0.0001884920634920634,SPY
monthly,logistic_regression,60,2023-09-18,2023-10-13,20,-0.017108697138655482,-0.03971971137899133,-0.022611014240335847,-0.04770627928554405,-0.042118607131889085,3,17,0,4.0,0.0004,0.00016865079365079358,SPY
monthly,logistic_regression,61,2023-10-16,2023-11-15,23,0.03254279721911857,0.03747817228196881,0.004935375062850245,-0.05811644341141653,-0.02095178352439564,14,9,0,14.0,0.0014000000000000002,8.928571428571429e-05,our_model
monthly,logistic_regression,62,2023-11-16,2023-12-15,21,0.05253656135058904,0.05253656135058904,0.0,-0.009453127540731465,-0.009453127540731465,21,0,0,0.0,0.0,0.0,SPY
monthly,logistic_regression,63,2023-12-18,2024-01-12,18,0.006271585991261874,0.006746402964585396,0.0004748169733235219,-0.01974026374871185,-0.01974026374871185,17,1,0,4.0,0.0004,9.92063492063492e-06,our_model
monthly,logistic_regression,64,2024-01-16,2024-02-15,23,0.051755161903100255,0.008382702190008695,-0.04337245971309156,-0.017078132430270898,-0.030375279928616217,18,5,0,4.0,0.0004,4.96031746031746e-05,SPY
monthly,logistic_regression,65,2024-02-16,2024-03-15,20,0.029916159579956636,-0.02875026741809572,-0.05866642699805236,-0.011055810839970204,-0.03805253577514678,15,5,0,12.0,0.0012000000000000001,4.96031746031746e-05,SPY
monthly,logistic_regression,66,2024-03-18,2024-04-15,20,-0.018192107975793292,0.012835983319028355,0.031028091294821647,-0.03754044601759199,-0.01860869968661094,1,19,0,6.0,0.0006000000000000001,0.00018849206349206345,our_model
monthly,logistic_regression,67,2024-04-16,2024-05-15,22,0.04996723259146241,0.006741402743853708,-0.0432258298476087,-0.019037000119756953,-0.03144152147591506,13,9,0,8.0,0.0008,8.928571428571429e-05,SPY
monthly,logistic_regression,68,2024-05-16,2024-06-14,21,0.034821865550745734,-0.015680734413423214,-0.05050259996416895,-0.01646749145877968,-0.03605114627249839,5,16,0,14.0,0.0014000000000000002,0.00015873015873015868,SPY
monthly,logistic_regression,69,2024-06-17,2024-07-15,19,0.03579280757138226,0.03579280757138226,0.0,-0.008622675948070313,-0.008622675948070313,19,0,0,0.0,0.0,0.0,SPY
monthly,logistic_regression,70,2024-07-16,2024-08-15,23,-0.018677102798672407,-0.018677102798672407,0.0,-0.07103099737791008,-0.07103099737791008,23,0,0,0.0,0.0,0.0,SPY
monthly,logistic_regression,71,2024-08-16,2024-09-13,20,0.015388553537510896,0.012181281316684833,-0.003207272220826063,-0.041370987935055226,-0.041370987935055226,19,1,0,2.0,0.0002,9.92063492063492e-06,SPY
monthly,logistic_regression,72,2024-09-16,2024-10-15,22,0.03774802229895924,0.003492129754978812,-0.034255892543980426,-0.010387618191006531,-0.0287017433388157,7,15,0,4.0,0.0004,0.00014880952380952377,SPY
monthly,logistic_regression,73,2024-10-16,2024-11-15,23,0.010046148206332095,-0.005350259236950539,-0.015396407443282634,-0.027284032398936064,-0.03860575066921457,12,11,0,22.0,0.0022,0.00010912698412698413,SPY
monthly,logistic_regression,74,2024-11-18,2024-12-13,19,0.031692683351489004,0.009499776783502112,-0.022192906567986892,-0.00824275546116382,-0.01585591110713891,11,8,0,12.0,0.0012000000000000001,7.936507936507937e-05,SPY
monthly,logistic_regression,75,2024-12-16,2025-01-15,20,-0.021685721691419135,0.046573722761042324,0.06825944445246146,-0.036152035945364536,-0.034672709701923154,18,2,0,4.0,0.0004,1.984126984126984e-05,our_model
monthly,logistic_regression,76,2025-01-16,2025-02-14,21,0.03355077026649678,0.02134747492980793,-0.012203295336688846,-0.019647336339987276,-0.023423949204731676,9,12,0,4.0,0.0004,0.00011904761904761905,SPY
monthly,logistic_regression,77,2025-02-18,2025-03-14,19,-0.07251131748856177,-0.07251131748856177,0.0,-0.10035401835085778,-0.10035401835085778,19,0,0,0.0,0.0,0.0,SPY
monthly,logistic_regression,78,2025-03-17,2025-04-15,22,-0.07036725806644051,-0.10404554540422462,-0.03367828733778411,-0.13724680366652287,-0.15375108329123666,20,2,0,4.0,0.0004,1.984126984126984e-05,SPY
monthly,logistic_regression,79,2025-04-16,2025-05-15,21,0.13038855998105747,-0.07156755248931779,-0.20195611247037526,-0.023802651133915886,-0.08849173030746316,5,16,0,6.0,0.0006000000000000001,0.00015873015873015868,SPY
monthly,logistic_regression,80,2025-05-16,2025-06-13,20,0.014271320394783515,0.014068687795329327,-0.00020263259945418888,-0.026460530621524425,-0.026460530621524203,20,0,0,2.0,0.0002,0.0,SPY
monthly,logistic_regression,81,2025-06-16,2025-07-15,20,0.03880218688689463,0.036376236797601935,-0.0024259500892926944,-0.007995625508040782,-0.017019515789229667,8,12,0,10.0,0.001,0.00011904761904761905,SPY
monthly,logistic_regression,82,2025-07-16,2025-08-15,23,0.030566158197893545,0.02753463006704382,-0.0030315281308497255,-0.0241406916311786,-0.0241406916311786,21,2,0,6.0,0.0006000000000000001,1.984126984126984e-05,SPY
monthly,logistic_regression,83,2025-08-18,2025-09-15,20,0.025959961712617607,-0.02633371660645545,-0.052293678319073056,-0.013329794393760586,-0.039106677893904096,0,20,0,2.0,0.0002,0.00019841269841269836,SPY
monthly,logistic_regression,84,2025-09-16,2025-10-15,22,0.0037447625918691774,0.003543763907115638,-0.00020099868475353944,-0.02984653787017788,-0.02984653787017788,22,0,0,2.0,0.0002,0.0,SPY
monthly,logistic_regression,85,2025-10-16,2025-11-14,22,0.0076138890526835645,-0.004547706452915801,-0.012161595505599365,-0.03159783123191151,-0.0315978312319114,20,2,0,8.0,0.0008,1.984126984126984e-05,SPY
monthly,logistic_regression,86,2025-11-17,2025-12-15,20,0.019829667435291576,0.036680392493459335,0.01685072505816776,-0.015242227316648038,-0.015242227316648038,19,1,0,4.0,0.0004,9.92063492063492e-06,our_model
monthly,logistic_regression,87,2025-12-16,2026-01-15,21,0.021850632215093535,0.0011203993426578407,-0.020730232872435694,-0.012254127111194002,-0.01925125770948477,4,17,0,2.0,0.0002,0.00016865079365079358,SPY
monthly,logistic_regression,88,2026-01-16,2026-02-13,20,-0.01273747138216308,-0.014526842221451286,-0.0017893708392882068,-0.02569408272246454,-0.0415755710836998,11,9,0,2.0,0.0002,8.928571428571429e-05,SPY
monthly,logistic_regression,89,2026-02-17,2026-03-13,19,-0.02023862144210753,-0.039348863521380895,-0.019110242079273365,-0.04452143165644473,-0.04651540328624826,16,3,0,4.0,0.0004,2.9761904761904762e-05,SPY
monthly,logistic_regression,90,2026-03-16,2026-04-15,22,0.0516362536460957,-0.024852841392637215,-0.07648909503873291,-0.05529903332618025,-0.08054589227678544,2,20,0,8.0,0.0008,0.00019841269841269836,SPY
monthly,logistic_regression,91,2026-04-16,2026-05-15,22,0.05271785347470459,0.05271785347470459,0.0,-0.012724390319108991,-0.012724390319108991,22,0,0,0.0,0.0,0.0,SPY
monthly,logistic_regression,92,2026-05-18,2026-06-15,20,0.01581268209014941,0.010744551127648272,-0.005068130962501138,-0.04494652583696357,-0.049652267567794395,18,2,0,8.0,0.0008,1.984126984126984e-05,SPY
monthly,logistic_regression,93,2026-06-16,2026-07-02,12,0.004366644489422589,0.004366644489422589,0.0,-0.02376998718714507,-0.02376998718714507,12,0,0,0.0,0.0,0.0,SPY
six_month,logistic_regression,1,2018-10-16,2019-04-15,124,0.04543479073578616,0.08344019530246216,0.038005404566676004,-0.16120999241903322,-0.12798812146439154,58,66,0,29.0,0.0029,0.0006547619047619047,our_model
six_month,logistic_regression,2,2019-04-16,2019-10-15,127,0.038172231492216824,0.0379640877658145,-0.00020814372640232115,-0.06618365702175977,-0.06618365702175977,127,0,0,2.0,0.0002,0.0,SPY
six_month,logistic_regression,3,2019-10-16,2020-04-15,125,-0.05455269717552913,0.4461800342505491,0.5007327314260782,-0.33717262742332,-0.232863066552357,10,115,0,22.0,0.0022,0.0011408730158730162,our_model
six_month,logistic_regression,4,2020-04-16,2020-10-15,128,0.25479976125070136,0.2246822740951564,-0.030117487155544964,-0.09440438875248791,-0.06989512189093683,101,27,0,44.0,0.0044,0.00026785714285714287,SPY
six_month,logistic_regression,5,2020-10-16,2021-04-15,124,0.21054748956325064,0.04322614758559884,-0.1673213419776518,-0.0556425622365041,-0.1165947671333708,64,60,0,48.0,0.0048000000000000004,0.0005952380952380952,SPY
six_month,logistic_regression,6,2021-04-16,2021-10-15,128,0.07868080621323292,0.0685896732596718,-0.010091132953561122,-0.051141231875642124,-0.051141231875642235,124,4,0,16.0,0.0016,3.968253968253968e-05,SPY
six_month,logistic_regression,7,2021-10-18,2022-04-14,125,-0.014123504276864707,0.026133741022379198,0.040257245299243904,-0.12865546428446328,-0.12750745084832138,83,42,0,30.0,0.003,0.00041666666666666664,our_model
six_month,logistic_regression,8,2022-04-18,2022-10-14,126,-0.15538071876196446,0.3920229583449073,0.5474036771068718,-0.19204729108991025,-0.12605573283239624,25,101,0,26.0,0.0026000000000000003,0.0010019841269841272,our_model
six_month,logistic_regression,9,2022-10-17,2023-04-14,124,0.1379637095628743,0.08906268518239502,-0.048901024380479274,-0.07538750754385104,-0.12447839000562821,86,38,0,10.0,0.001,0.000376984126984127,SPY
six_month,logistic_regression,10,2023-04-17,2023-10-13,126,0.06103187577942748,0.11963735304585832,0.05860547726643084,-0.07582731851581215,-0.02814575395045149,46,80,0,34.0,0.0034000000000000002,0.0007936507936507935,our_model
six_month,logistic_regression,11,2023-10-16,2024-04-15,125,0.16306371015310295,0.23130447960506206,0.06824076945195912,-0.05811644341141653,-0.02095178352439564,114,11,0,18.0,0.0018000000000000002,0.00010912698412698413,our_model
six_month,logistic_regression,12,2024-04-16,2024-10-15,127,0.16372494447839836,-0.06127242283229861,-0.22499736731069697,-0.08405608805215348,-0.08770435515970965,67,60,0,26.0,0.0026,0.0005952380952380952,SPY
six_month,logistic_regression,13,2024-10-16,2025-04-15,124,-0.09150654141545045,-0.10819208674304648,-0.01668554532759603,-0.18755234489427275,-0.18755234489427308,109,15,0,26.0,0.0026000000000000003,0.00014880952380952382,SPY
six_month,logistic_regression,14,2025-04-16,2025-10-15,126,0.2639920319541349,0.0021127912982989994,-0.2618792406558359,-0.02984653787017788,-0.08949789364414751,60,66,0,44.0,0.0044,0.0006547619047619047,SPY
six_month,logistic_regression,15,2025-10-16,2026-04-15,124,0.0681388808388852,0.11887520734276502,0.050736326503879825,-0.08884968175523811,-0.08577380838039139,107,17,0,20.0,0.002,0.00016865079365079364,our_model
six_month,logistic_regression,16,2026-04-16,2026-07-02,54,0.07403367927861226,0.07403367927861226,0.0,-0.04494652583696368,-0.04494652583696368,54,0,0,0.0,0.0,0.0,SPY
